Features	Feature IDs	Omnivore (mean)	Vegan (std)	Omnivore (std)	Vegan (mean)
Bacteria,Firmicutes,Clostridia,Clostridiales	356309	1.89310158892e-08	0.0	9.63066011447e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	179663	7.28747178512e-05	0.000164350045658	0.000181011171064	9.28347632782e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	179664	3.53908413803e-06	2.58704697473e-05	1.96977456864e-05	7.86870516726e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	319262	1.53606563986e-06	1.30048418233e-05	1.26945940223e-05	3.85757613032e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	311078	1.72199551935e-05	4.26958251413e-05	9.72944564439e-05	1.45005826703e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	1009427	7.94016892154e-09	0.0	4.03935365023e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	350447	6.30396656862e-08	4.4718643658e-06	1.53507925275e-06	5.77315207175e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	538947	5.92228960651e-06	6.90525461944e-05	4.36467770323e-05	1.84590516403e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	264684	0.0	3.78004526334e-06	0.0	4.88001745094e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis	4374084	1.42939900859e-05	6.11489041423e-05	4.817161976e-05	1.58508987616e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	265886	1.54904675388e-06	1.37465119093e-05	1.29757385422e-05	3.47584916533e-06
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae	2251904	2.44007747299e-05	4.58930054511e-05	0.000270922143169	1.09911704142e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales	570082	4.17381538777e-08	0.0	1.50145935106e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	258522	0.0	5.4764764968e-06	0.0	7.07010075601e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	1646171	1.45326780491e-08	2.44048009939e-06	7.39312056271e-07	3.15064626056e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	187929	7.82177569947e-05	0.000139249727098	0.000199307266825	9.29169660262e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	338987	9.03636186052e-08	6.70255437396e-05	2.52745200241e-06	9.32236359552e-06
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides	1000876	0.0	4.3112331273e-06	0.0	5.56577803455e-07
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio	787509	2.7439639858e-08	8.60785388635e-06	1.39592004297e-06	1.11126915828e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	333949	0.000132411792159	0.000265382590683	0.000417412631612	0.000102917272839
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	239358	1.0420874677e-05	4.83367612961e-05	3.53220368182e-05	1.93117406741e-05
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium	4339309	1.73058612477e-08	0.0	8.80390511741e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	293975	4.57847577375e-06	3.36330475222e-05	2.92468111373e-05	1.01345094889e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus	362308	1.14482971046e-07	0.0	2.09456331382e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	4354486	4.2719985865e-05	0.000112748781496	0.000128959018733	5.21171473787e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	301161	6.85727124093e-09	0.0	3.4884577257e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	297440	7.31205857708e-08	1.0274126019e-05	2.19999884772e-06	1.32638396561e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	2506486	0.000151482389512	0.000255174569816	0.000333563219392	0.000128310221937
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	158513	1.97448889269e-08	0.0	1.00446967752e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	154424	1.54037693794e-08	0.0	7.83626553602e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	199716	7.82670257858e-05	0.000107010745552	0.000123271504246	8.91823065638e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,eutactus	190679	0.0	9.0514691376e-06	0.0	1.16853964095e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	291875	1.77097440251e-08	0.0	9.00936993652e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	326662	4.5045910152e-06	2.95055278863e-05	3.30206165131e-05	9.10719980775e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	181239	3.00378894718e-05	7.56846841796e-05	6.81940006571e-05	4.50383287204e-05
Bacteria,Proteobacteria,Gammaproteobacteria	1110164	4.15584302964e-08	8.07934469246e-06	1.23924331564e-06	1.04303891474e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	314053	1.31053842658e-06	2.48175690578e-05	1.18173726535e-05	5.98691075488e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	173876	0.00830260671148	0.0278036089695	0.0235598216621	0.0175607405262
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Spongiibacter	310378	1.74718196584e-08	0.0	8.88833212628e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella	3123133	1.63769140211e-08	0.0	8.33132746727e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	4363552	2.96043854845e-08	0.0	1.08495627422e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus	178961	2.49977839856e-06	2.11853700763e-05	2.2659937485e-05	5.07570727067e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae	77883	1.6382470933e-08	0.0	8.33415440114e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	300517	1.71643998271e-05	8.84336739182e-05	6.18485802999e-05	3.64127580579e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	176104	9.99341342201e-05	0.000380476601732	0.000282484007592	0.000212208588978
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae	4295763	1.81420354414e-07	6.81934700238e-06	3.2284351502e-06	8.80373912408e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	190075	5.14725244225e-06	4.81480143307e-05	3.03747316459e-05	1.45209167248e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	158458	0.0	4.32444695993e-06	0.0	5.58283701912e-07
Bacteria,Firmicutes,Clostridia,Clostridiales	197832	7.53687006689e-09	5.13706300948e-06	3.83418588658e-07	6.63191982805e-07
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus	167719	3.31623674571e-08	0.0	1.25052096231e-06	0.0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae	581283	1.97894004093e-08	0.0	1.00673408298e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	348007	1.61481423159e-07	1.10104101735e-05	4.05559236186e-06	1.42143784123e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	194584	1.39818829751e-08	0.0	7.11291794808e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium	211156	1.1129067356e-05	8.24887919043e-05	7.45704841426e-05	2.0194312171e-05
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae	4336254	1.58111063567e-08	0.0	8.04348758916e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	287597	3.89829982829e-08	0.0	1.19100246248e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	180352	7.33396832826e-05	0.000169190960809	0.000188976191065	8.60725632306e-05
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae	4357677	9.34438023419e-09	0.0	3.94510987464e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	182264	8.28996867492e-06	3.21955800663e-05	3.47078669809e-05	1.15323215812e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	184984	3.86143947066e-05	0.000104810745809	0.000112029236265	4.41081980496e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	185587	2.26820948427e-06	5.02136965338e-05	1.96130012185e-05	1.19025546587e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	185584	2.23035275225e-05	4.86697277721e-05	6.99515620828e-05	2.32122130579e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	314621	1.64033429816e-08	0.0	8.34477251096e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus	202802	8.7450228554e-08	1.25775715637e-05	2.91872564856e-06	2.23070087438e-06
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	555654	2.09368646912e-08	0.0	7.88040524616e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	352604	1.73192946102e-05	8.16212373545e-05	7.77970438819e-05	3.22094374067e-05
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina	4432762	2.56641450796e-08	0.0	9.28574592537e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	782984	2.05603944753e-06	2.0930644056e-05	1.80523031009e-05	4.85323412302e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	312719	1.99251749904e-08	0.0	1.01364126033e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	215231	4.63597286449e-05	7.09793421029e-05	0.000126349734045	3.66604344211e-05
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	829745	0.0	6.27138781763e-06	0.0	8.09632685843e-07
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae	3765185	7.35282534205e-08	4.08884146482e-06	2.75755733294e-06	5.27867163284e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	106928	2.22431260895e-06	1.00470436619e-05	1.55002592306e-05	2.60283417515e-06
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae	1108282	3.99141773064e-08	0.0	1.37432687917e-06	0.0
Bacteria,Proteobacteria	727380	1.97894004093e-08	0.0	1.00673408298e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	188316	1.49221283749e-05	6.91412253656e-05	4.81954644482e-05	3.1822626396e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	344430	2.18950778524e-06	1.24747582177e-05	1.45631662272e-05	3.18648957246e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	189820	2.31427089541e-05	0.000132682639177	0.000111014352301	3.93867877485e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	183703	5.52108563716e-06	3.97019146849e-05	2.59201255108e-05	1.16481007982e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	526745	1.73408241532e-08	0.0	8.82169158281e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae	370788	3.29711997615e-08	0.0	9.97845719344e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae	4434025	1.769027742e-08	0.0	8.99946680936e-07	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae	1109190	1.89905854363e-08	0.0	9.66096456638e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	1541939	1.53346640141e-08	0.0	7.80110998553e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	207390	1.0726231518e-05	4.33524766198e-05	4.0616552616e-05	2.00432760122e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	195828	0.000124486964037	0.000279176777852	0.000394151822125	0.000101835239828
Bacteria,Firmicutes,Clostridia,Clostridiales	352013	1.77724896327e-08	0.0	9.04129012633e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	16138	1.66339879498e-08	0.0	8.46210711723e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	369996	2.50583910886e-08	0.0	9.07442908235e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	290833	7.59242657575e-09	0.0	3.86244881009e-07	0.0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium	50265	5.6997062237e-06	5.85022902945e-05	6.54721130752e-05	1.42675936832e-05
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7	194673	8.06942732324e-08	2.73057254616e-05	2.24387862669e-06	4.30853004435e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	194670	1.89974907538e-05	6.38523432348e-05	6.7125200906e-05	2.02593556606e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	187668	1.35417149543e-06	3.73650779216e-05	1.0272589991e-05	8.12046376277e-06
Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella	143259	1.77602316162e-08	0.0	9.03505418041e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	261891	1.82860836349e-06	2.28474802551e-05	1.21843803436e-05	5.14168663184e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4412540	0.00497116452529	0.0124979480458	0.0239475979656	0.00644321064693
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cohnii	238051	1.98056362008e-08	0.0	1.00756003649e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	4344643	8.84967986899e-06	2.91075803802e-05	5.28405534114e-05	1.03145182996e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	1110668	1.96015994513e-08	0.0	9.97180199521e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	520413	3.11609871279e-05	8.48455128079e-05	7.48365828187e-05	4.76087087033e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae	4448331	2.30844798702e-08	0.0	1.17436264831e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	4407278	1.53596658523e-08	0.0	7.813829018e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	176726	1.54697820085e-08	0.0	7.86984773773e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	174497	5.96543011442e-06	3.68271130638e-05	2.6542299241e-05	9.36922000637e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	195619	7.3994887299e-05	0.000166153705187	0.00017527768971	8.97412179621e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales	1104960	3.06434119043e-08	0.0	1.1151995054e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	157162	1.66847643839e-05	8.67321269832e-05	6.91382758279e-05	2.64700931552e-05
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,HB2-32-21	330579	1.20776885966e-06	1.71441990813e-05	2.34278887807e-05	3.15331262688e-06
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella	756496	1.54136045807e-08	0.0	7.84126893793e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7	174791	1.63949877834e-08	0.0	8.34052202197e-07	0.0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus	3855116	2.09247259975e-08	0.0	1.06449080836e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus	4301068	1.77097440251e-08	0.0	9.00936993652e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	186851	5.39870202518e-05	0.000294386640326	0.000228770085321	0.000106621873005
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	183824	3.42990087745e-05	7.48148141479e-05	9.82867276713e-05	3.25611243338e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4396292	0.000171785731187	0.000567463898137	0.000364854033572	0.000372369090927
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	185822	1.47550192795e-08	0.0	7.50623085916e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira	4437359	3.00990237141e-08	0.0	1.08702537327e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii	185502	9.18435029088e-06	5.66281108475e-05	3.64201166175e-05	2.48605392144e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	329703	3.5392775815e-05	9.6284997492e-05	0.000146470120773	3.89246303277e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	346474	3.19220331478e-06	2.49825680354e-05	2.00929987336e-05	6.00185502611e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	346478	1.73136185929e-08	0.0	8.80785146423e-07	0.0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus	747620	3.92081197651e-08	0.0	1.22550312053e-06	0.0
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae	823745	1.62775303295e-08	0.0	8.28076860869e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae	228748	7.0883838607e-08	0.0	1.84903953481e-06	0.0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium	348866	1.61597153873e-08	0.0	8.22083333259e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	4426763	6.00971667408e-07	5.80427076929e-06	6.68724030751e-06	1.00020871528e-06
Bacteria,TM7,TM7-3,CW040,F16	4440970	1.89719297209e-08	0.0	9.65147395823e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	670829	3.08402855259e-08	0.0	1.11621438048e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium	364085	9.29333326568e-09	8.85146107148e-06	4.72774068417e-07	1.14271871065e-06
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae	536202	2.02129633779e-08	0.0	1.02828174324e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	628014	1.06637827524e-07	1.41310393381e-05	2.65299144722e-06	2.57716084219e-06
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter	3774029	1.17147190796e-09	0.0	5.95955750351e-08	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	3465233	0.00921941997392	0.0212619706627	0.0248673474894	0.00852610461387
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	193722	1.35710941773e-06	2.06298378137e-05	1.51932701657e-05	3.93335189132e-06
Bacteria,Firmicutes,Clostridia,Clostridiales	36892	0.000222966877097	0.00105275559317	0.00239782839506	0.000426656886412
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus	269531	2.80889975714e-07	5.13706300948e-06	4.82813762855e-06	6.63191982805e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	4056429	4.11289736913e-08	0.0	1.22820607852e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia	4335815	4.01596884889e-05	0.00792921649414	0.000122672787879	0.0011106279037
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	289183	8.25983522748e-08	5.13706300948e-06	1.92153565942e-06	6.63191982805e-07
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia	183252	1.8617126196e-08	0.0	9.47097692754e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae	337511	2.52113054298e-05	7.82443324875e-05	9.55571570848e-05	2.12498829566e-05
Bacteria,Firmicutes,Clostridia,Clostridiales	186555	6.60407424548e-07	2.72513635832e-05	6.81214557973e-06	4.57557383729e-06
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides	2331530	4.53445726855e-05	0.000101600419895	0.000102348143705	4.75839677323e-05
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae	110910	5.49876283965e-08	0.0	1.44617162129e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	181121	2.10403782e-06	1.79676498095e-05	1.23584328631e-05	3.39799327329e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	320055	1.22964442667e-06	1.16256622218e-05	1.1833368964e-05	2.13828398986e-06
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	338438	2.6341194694e-08	0.0	9.64962743656e-07	0.0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella	4399781	1.56693516101e-08	0.0	7.9713735625e-07	0.0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia	1981302	1.89719297209e-08	0.0	9.65147395823e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	175910	2.15832041289e-08	0.0	7.76742079726e-07	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae	3319304	4.33920115259e-08	0.0	1.34220100292e-06	0.0
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus	158047	3.85619862804e-08	0.0	1.3874056342e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae	583974	3.02997361184e-08	0.0	1.0968028882e-06	0.0
Bacteria,Firmicutes,Clostridia,Clostridiales	4405423	4.19331195038e-05	0.000178204863399	0.000121733858951	6.72475293129e-05
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae	545997	1.91297863993e-08	0.0	9.7317794223e-07	0.0
